1.83,  ,
1.83,  ,
1.84,  ,
1.84,  ,
1.84,  ,
1.84,  ,
1.84,  ,
1.84,  ,
1.84,  ,
1.84,  ,
1.84,  ,
1.84,  ,
1.85,  ,
1.85,  ,
1.85,  ,
1.85,  ,
1.85,  ,
1.85,  ,
1.85,  ,
1.85,  ,
1.85,  ,
1.85,  ,
1.86,  ,
1.86,  ,
1.86,  ,
1.86,  ,
1.86,  ,
1.86,  ,
1.86,  ,
1.86,  ,
1.86,  ,
1.86,  ,
1.87,  ,
1.87,  ,
1.87,  ,
1.87,  ,
1.87,  ,
1.87,  ,
1.87,  ,
1.87,  ,
1.87,  ,
1.87,  ,
1.88,  ,
1.88,32.45,124.10
1.88,32.47,124.13
1.88,32.5,124.14
1.88,32.52,124.15
1.88,32.54,124.18
1.88,32.56,124.19
1.88,32.58,124.22
1.88,32.61,124.23
1.88,32.63,124.25
1.89,32.65,124.27
1.89,32.67,124.29
1.89,32.69,124.30
1.89,32.72,124.33
1.89,32.74,124.34
1.89,32.76,124.36
1.89,32.78,124.38
1.89,32.81,124.40
1.89,32.84,124.42
1.89,32.86,124.45
1.9,32.88,124.46
1.9,32.9,124.48
1.9,32.93,124.50
1.9,32.95,124.52
1.9,32.97,124.53
1.9,32.99,124.56
1.9,33.02,124.57
1.9,33.04,124.60
1.9,33.06,124.61
1.9,33.08,124.63
1.91,33.1,124.65
1.91,33.13,124.67
1.91,33.15,124.68
1.91,33.17,124.71
1.91,33.19,124.72
1.91,33.22,124.75
1.91,33.25,124.76
1.91,33.27,124.79
1.91,33.29,124.80
1.91,33.31,124.83
1.92,33.34,124.84
1.92,33.36,124.86
1.92,33.38,124.88
1.92,33.4,124.90
1.92,33.43,124.93
1.92,33.47,124.95
1.92,33.5,124.98
1.92,33.53,125.01
1.92,33.57,125.03
1.92,33.6,125.06
1.93,33.64,125.10
1.93,33.68,125.13
1.93,33.71,125.16
1.93,33.74,125.18
1.93,33.78,125.21
1.93,33.81,125.24
1.93,33.84,125.26
1.93,33.88,125.29
1.93,33.91,125.32
1.93,33.94,125.35
1.94,33.98,125.37
1.94,34.01,125.41
1.94,34.04,125.44
1.94,34.08,125.47
1.94,34.12,125.49
1.94,34.15,125.52
1.94,34.19,125.55
1.94,34.22,125.58
1.94,34.25,125.62
1.94,34.28,125.64
1.95,34.32,125.67
1.95,34.35,125.70
1.95,34.37,125.72
1.95,34.4,125.75
1.95,34.43,125.78
1.95,34.45,125.82
1.95,34.48,125.85
1.95,34.5,125.87
1.95,34.54,125.91
1.95,34.56,125.94
1.96,34.59,125.97
1.96,34.62,126.01
1.96,34.64,126.04
1.96,34.67,126.06
1.96,34.69,126.09
1.96,34.72,126.12
1.96,34.75,126.16
1.96,34.77,126.19
1.96,34.8,126.21
1.96,34.82,126.24
1.97,34.85,126.27
1.97,34.87,126.31
1.97,34.91,126.35
1.97,34.93,126.38
1.97,34.96,126.40
1.97,34.99,126.43
1.97,35.01,126.46
1.97,35.04,126.50
1.97,35.06,126.52
1.97,35.09,126.55
1.98,35.12,126.58
1.98,35.14,126.61
1.98,35.17,126.65
1.98,35.19,126.67
1.98,35.22,126.70
1.98,35.25,126.73
1.98,35.27,126.77
1.98,35.31,126.80
1.98,35.33,126.84
1.98,35.36,126.86
1.99,35.38,126.89
1.99,35.41,126.92
1.99,35.44,126.96
1.99,35.46,126.99
1.99,35.49,127.01
1.99,35.51,127.04
1.99,35.54,127.07
1.99,35.56,127.11
1.99,35.59,127.14
1.99,35.62,127.16
2,35.64,127.19
2,35.67,127.22
2,35.69,127.26
