RPM,30,,50,,65,,70,,75,,80,,100,
2783,110.51,43.20,,,,,,,,,,,,
2784,110.51,43.21,,,,,,,,,,,,
2785,110.50,43.22,,,,,,,,,,,,
2786,110.48,43.23,,,,,,,,,,,,
2787,110.46,43.24,,,,,,,,,,,,
2788,110.45,43.25,,,,,,,,,,,,
2789,110.43,43.25,,,,,,,,,,,,
2790,110.41,43.26,,,,,,,,,,,,
2791,110.39,43.27,,,,,,,,,,,,
2792,110.38,43.28,,,,,,,,,,,,
2793,110.36,43.29,,,,,,,,,,,,
2794,110.34,43.30,,,,,,,,,,,,
2795,110.32,43.31,,,,,,,,,,,,
2796,110.31,43.31,,,,,,,,,,,,
2797,110.29,43.32,,,,,,,,,,,,
2798,110.27,43.33,,,,,,,,,,,,
2799,110.25,43.34,,,,,,,,,,,,
2800,110.24,43.35,,,,,,,,,,,,
2801,110.22,43.36,,,,,,,,,,,,
2802,110.20,43.37,,,,,,,,,,,,
2803,110.19,43.37,,,,,,,,,,,,
2804,110.17,43.38,,,,,,,,,,,,
2805,110.15,43.39,,,,,,,,,,,,
2806,110.13,43.40,,,,,,,,,,,,
2807,110.12,43.41,,,,,,,,,,,,
2808,110.10,43.42,,,,,,,,,,,,
2809,110.08,43.42,,,,,,,,,,,,
2810,110.06,43.43,,,,,,,,,,,,
2811,110.04,43.44,,,,,,,,,,,,
2812,110.03,43.45,,,,,,,,,,,,
2813,110.01,43.46,,,,,,,,,,,,
2814,109.99,43.47,,,,,,,,,,,,
2815,109.97,43.48,,,,,,,,,,,,
2816,109.96,43.48,,,,,,,,,,,,
2817,109.94,43.49,,,,,,,,,,,,
2818,109.92,43.50,,,,,,,,,,,,
2819,109.90,43.51,,,,,,,,,,,,
2820,109.88,43.52,,,,,,,,,,,,
2821,109.86,43.52,,,,,,,,,,,,
2822,109.83,43.53,,,,,,,,,,,,
2823,109.81,43.53,,,,,,,,,,,,
2824,109.78,43.54,,,,,,,,,,,,
2825,109.76,43.54,,,,,,,,,,,,
2826,109.73,43.55,,,,,,,,,,,,
2827,109.71,43.55,,,,,,,,,,,,
2828,109.69,43.56,,,,,,,,,,,,
2829,109.66,43.56,,,,,,,,,,,,
2830,109.64,43.57,,,,,,,,,,,,
2831,109.61,43.57,,,,,,,,,,,,
2832,109.59,43.58,,,,,,,,,,,,
2833,109.56,43.58,,,,,,,,,,,,
2834,109.54,43.59,,,,,,,,,,,,
2835,109.51,43.60,,,,,,,,,,,,
2836,109.49,43.60,,,,,,,,,,,,
2837,109.46,43.61,,,,,,,,,,,,
2838,109.44,43.61,,,,,,,,,,,,
2839,109.41,43.62,,,,,,,,,,,,
2840,109.39,43.62,,,,,,,,,,,,
2841,109.36,43.63,,,,,,,,,,,,
2842,109.33,43.63,,,,,,,,,,,,
2843,109.31,43.64,,,,,,,,,,,,
2844,109.28,43.65,,,,,,,,,,,,
2845,109.26,43.65,,,,,,,,,,,,
2846,109.23,43.66,,,,,,,,,,,,
2847,109.20,43.66,,,,,,,,,,,,
2848,109.18,43.67,,,,,,,,,,,,
2849,109.15,43.67,,,,,,,,,,,,
2850,109.13,43.68,,,,,,,,,,,,
2851,109.10,43.68,,,,,,,,,,,,
2852,109.08,43.69,,,,,,,,,,,,
2853,109.05,43.69,,,,,,,,,,,,
2854,109.01,43.69,,,,,,,,,,,,
2855,108.98,43.69,,,,,,,,,,,,
2856,108.94,43.70,,,,,,,,,,,,
2857,108.91,43.70,,,,,,,,,,,,
2858,108.87,43.70,,,,,,,,,,,,
2859,108.83,43.70,,,,,,,,,,,,
2860,108.80,43.70,,,,,,,,,,,,
2861,108.77,43.70,,,,,,,,,,,,
2862,108.74,43.70,,,,,,,,,,,,
2863,108.70,43.70,,,,,,,,,,,,
2864,108.66,43.71,,,,,,,,,,,,
2865,108.63,43.71,,,,,,,,,,,,
2866,108.59,43.71,,,,,,,,,,,,
2867,108.56,43.71,,,,,,,,,,,,
2868,108.53,43.71,,,,,,,,,,,,
2869,108.50,43.71,,,,,,,,,,,,
2870,108.46,43.71,,,,,,,,,,,,
2871,108.43,43.71,,,,,,,,,,,,
2872,108.39,43.72,,,,,,,,,,,,
2873,108.36,43.72,,,,,,,,,,,,
2874,108.32,43.72,,,,,,,,,,,,
2875,108.29,43.72,,,,,,,,,,,,
2876,108.25,43.72,,,,,,,,,,,,
2877,108.23,43.72,,,,,,,,,,,,
2878,108.19,43.72,,,,,,,,,,,,
2879,108.16,43.72,,,,,,,,,,,,
2880,108.12,43.72,,,,,,,,,,,,
2881,108.09,43.73,,,,,,,,,,,,
2882,108.05,43.73,,,,,,,,,,,,
2883,108.02,43.73,,,,,,,,,,,,
2884,107.98,43.73,,,,,,,,,,,,
2885,107.96,43.73,,,,,,,,,,,,
2886,107.92,43.73,,,,,,,,,,,,
2887,107.89,43.74,,,,,,,,,,,,
2888,107.86,43.74,,,,,,,,,,,,
